縣市,行政區,BUILD,平均單價元平方公尺,交易筆數
雲林縣,斗南鎮,新成屋,89743.0,2
雲林縣,虎尾鎮,中古屋,38597.0,1
雲林縣,虎尾鎮,新成屋,90112.0,3
雲林縣,西螺鎮,中古屋,42705.0,1
雲林縣,西螺鎮,新成屋,69287.5,4
高雄市,三民區,中古屋,81459.29,65
高雄市,三民區,新成屋,96318.2,10
高雄市,仁武區,中古屋,69065.89,9
高雄市,仁武區,新成屋,93520.43,7
高雄市,前鎮區,中古屋,63488.42,31
高雄市,前鎮區,新成屋,117633.0,12
高雄市,大寮區,中古屋,49766.73,11
高雄市,大寮區,新成屋,76607.0,2
高雄市,大樹區,中古屋,65217.0,1
高雄市,大樹區,新成屋,94725.0,1
高雄市,大社區,中古屋,42350.0,2
高雄市,小港區,中古屋,56741.52,31
高雄市,小港區,新成屋,101367.0,1
高雄市,岡山區,中古屋,56917.91,11
高雄市,岡山區,新成屋,252.0,1
高雄市,左營區,中古屋,67894.8,45
高雄市,左營區,新成屋,140478.75,8
高雄市,林園區,中古屋,40829.4,5
高雄市,林園區,新成屋,65428.6,5
高雄市,梓官區,中古屋,70943.0,1
高雄市,楠梓區,中古屋,43283.28,47
高雄市,楠梓區,新成屋,84547.54,13
高雄市,橋頭區,中古屋,31108.75,4
高雄市,橋頭區,新成屋,100782.75,8
高雄市,湖內區,中古屋,64256.0,4
高雄市,湖內區,新成屋,65546.0,2
高雄市,美濃區,中古屋,56737.0,1
高雄市,美濃區,新成屋,85553.0,1
高雄市,苓雅區,中古屋,73580.12,26
高雄市,苓雅區,新成屋,114170.5,4
高雄市,茄萣區,中古屋,51304.0,2
高雄市,路竹區,中古屋,72357.0,2
高雄市,鳥松區,中古屋,75326.86,22
高雄市,鳥松區,新成屋,114301.0,2
高雄市,鳳山區,中古屋,62615.84,85
高雄市,鳳山區,新成屋,103680.67,18
高雄市,鹽埕區,中古屋,90132.5,4
高雄市,鼓山區,中古屋,79594.62,37
高雄市,鼓山區,新成屋,125598.0,8
