縣市,行政區,BUILD,平均單價元平方公尺,交易筆數
南投縣,中寮鄉,中古屋,34935.0,1
南投縣,南投市,中古屋,44247.59,100
南投縣,南投市,新成屋,76221.71,21
南投縣,名間鄉,中古屋,44889.33,3
南投縣,國姓鄉,中古屋,49290.5,2
南投縣,國姓鄉,新成屋,48408.0,1
南投縣,埔里鎮,中古屋,50594.94,62
南投縣,埔里鎮,新成屋,83223.75,4
南投縣,水里鄉,中古屋,28820.0,1
南投縣,水里鄉,新成屋,57612.5,2
南投縣,竹山鎮,中古屋,38688.02,44
南投縣,竹山鎮,新成屋,44983.2,15
南投縣,草屯鎮,中古屋,46202.12,97
南投縣,草屯鎮,新成屋,90406.81,31
南投縣,集集鎮,中古屋,26606.0,3
南投縣,集集鎮,新成屋,56469.5,2
南投縣,鹿谷鄉,中古屋,61319.0,4
南投縣,鹿谷鄉,新成屋,79824.33,6
台中市,北區,中古屋,66151.64,1024
台中市,北區,新成屋,81477.88,25
台中市,北屯區,中古屋,72782.97,1943
台中市,北屯區,新成屋,94940.91,384
台中市,南區,中古屋,74273.68,858
台中市,南區,新成屋,90318.62,47
台中市,南屯區,中古屋,87632.45,1108
台中市,南屯區,新成屋,108944.1,175
台中市,后里區,中古屋,72010.41,22
台中市,后里區,新成屋,94883.67,3
台中市,外埔區,中古屋,45860.17,6
台中市,大安區,中古屋,40648.0,1
台中市,大甲區,中古屋,51541.22,41
台中市,大甲區,新成屋,71724.36,11
台中市,大肚區,中古屋,52732.58,38
台中市,大里區,中古屋,64451.89,399
台中市,大里區,新成屋,77619.28,58
台中市,大雅區,中古屋,68179.15,189
台中市,大雅區,新成屋,62497.36,25
台中市,太平區,中古屋,67535.5,442
台中市,太平區,新成屋,80614.33,101
台中市,新社區,中古屋,60398.5,2
台中市,新社區,新成屋,71311.0,4
台中市,東勢區,中古屋,48176.39,23
台中市,東勢區,新成屋,70262.33,3
台中市,東區,中古屋,61091.96,217
台中市,東區,新成屋,88010.97,61
台中市,梧棲區,中古屋,47803.88,65
台中市,梧棲區,新成屋,76976.46,37
台中市,沙鹿區,中古屋,72294.6,159
台中市,沙鹿區,新成屋,89737.06,128
台中市,清水區,中古屋,51200.1,62
台中市,清水區,新成屋,68288.93,43
台中市,潭子區,中古屋,70987.65,271
台中市,潭子區,新成屋,90660.4,30
台中市,烏日區,中古屋,61569.35,207
台中市,烏日區,新成屋,76855.45,69
台中市,神岡區,中古屋,61169.91,57
台中市,神岡區,新成屋,104283.33,3
台中市,西區,中古屋,68415.02,647
台中市,西區,新成屋,89071.88,24
台中市,西屯區,中古屋,75238.52,1660
台中市,西屯區,新成屋,110459.04,142
台中市,豐原區,中古屋,73780.14,283
台中市,豐原區,新成屋,81417.6,47
台中市,霧峰區,中古屋,60680.76,25
台中市,霧峰區,新成屋,41285.0,4
台中市,龍井區,中古屋,58368.5,100
台中市,龍井區,新成屋,74181.53,19
台北市,中山區,中古屋,228794.66,614
台北市,中山區,新成屋,327963.87,23
台北市,中正區,中古屋,228948.64,287
台北市,中正區,新成屋,465577.11,28
台北市,信義區,中古屋,233763.28,498
台北市,信義區,新成屋,299160.4,15
台北市,內湖區,中古屋,184841.67,933
