縣市,行政區,BUILD,平均單價元平方公尺,交易筆數
南投縣,中寮鄉,中古屋,21408.5,2
南投縣,南投市,中古屋,29275.92,120
南投縣,南投市,新成屋,68549.14,14
南投縣,名間鄉,中古屋,26442.0,5
南投縣,國姓鄉,中古屋,31893.33,3
南投縣,埔里鎮,中古屋,29916.5,107
南投縣,埔里鎮,新成屋,56811.0,3
南投縣,水里鄉,中古屋,26738.4,5
南投縣,竹山鎮,中古屋,19814.87,30
南投縣,草屯鎮,中古屋,28901.12,107
南投縣,草屯鎮,新成屋,60661.0,9
南投縣,集集鎮,中古屋,26342.5,8
南投縣,集集鎮,新成屋,38389.0,1
南投縣,魚池鄉,中古屋,36007.67,3
南投縣,魚池鄉,新成屋,37080.0,1
南投縣,鹿谷鄉,中古屋,46941.33,3
台中市,中區,中古屋,26479.48,21
台中市,北區,中古屋,90599.11,1253
台中市,北區,新成屋,62558.67,51
台中市,北屯區,中古屋,48153.85,1436
台中市,北屯區,新成屋,63777.47,272
台中市,南區,中古屋,42481.4,823
台中市,南區,新成屋,58293.06,388
台中市,南屯區,中古屋,54796.81,915
台中市,南屯區,新成屋,71929.87,230
台中市,后里區,中古屋,50310.12,16
台中市,后里區,新成屋,59886.5,6
台中市,外埔區,中古屋,17158.0,2
台中市,大安區,中古屋,20453.0,2
台中市,大甲區,中古屋,38762.03,65
台中市,大肚區,中古屋,30273.26,34
台中市,大肚區,新成屋,43837.0,2
台中市,大里區,中古屋,39124.68,481
台中市,大里區,新成屋,65729.56,103
台中市,大雅區,中古屋,39898.34,158
台中市,大雅區,新成屋,57806.86,14
台中市,太平區,中古屋,36450.41,532
台中市,太平區,新成屋,63898.4,95
台中市,新社區,中古屋,23971.75,4
台中市,東勢區,中古屋,26182.19,37
台中市,東區,中古屋,39451.23,190
台中市,東區,新成屋,66695.35,20
台中市,梧棲區,中古屋,27696.2,59
台中市,梧棲區,新成屋,43603.67,18
台中市,沙鹿區,中古屋,45830.58,125
台中市,沙鹿區,新成屋,52051.69,100
台中市,清水區,中古屋,31530.6,67
台中市,清水區,新成屋,45708.3,23
台中市,潭子區,中古屋,40356.0,275
台中市,潭子區,新成屋,58940.73,52
台中市,烏日區,中古屋,39974.04,90
台中市,烏日區,新成屋,52524.17,66
台中市,石岡區,中古屋,17405.0,3
台中市,神岡區,中古屋,37319.54,76
台中市,神岡區,新成屋,57792.0,1
台中市,西區,中古屋,37208.37,851
台中市,西區,新成屋,81518.27,142
台中市,西屯區,中古屋,55654.94,1494
台中市,西屯區,新成屋,65225.26,227
台中市,豐原區,中古屋,43848.82,246
台中市,豐原區,新成屋,57199.96,25
台中市,霧峰區,中古屋,35783.24,45
台中市,龍井區,中古屋,31004.95,86
台中市,龍井區,新成屋,40905.12,17
台北市,中山區,中古屋,153589.78,774
台北市,中山區,新成屋,105123.03,127
台北市,中正區,中古屋,161819.94,248
台北市,中正區,新成屋,194486.95,62
台北市,信義區,中古屋,155702.84,515
台北市,信義區,新成屋,264874.15,79
台北市,內湖區,中古屋,151562.73,1098
台北市,內湖區,新成屋,145466.91,247
台北市,北投區,中古屋,118964.41,689
台北市,北投區,新成屋,173875.22,94
台北市,南港區,中古屋,145559.73,214
台北市,南港區,新成屋,150200.56,133
台北市,士林區,中古屋,129989.6,772
台北市,士林區,新成屋,162522.38,200
台北市,大同區,中古屋,123616.98,88
台北市,大同區,新成屋,108417.0,33
台北市,大安區,中古屋,190223.89,702
台北市,大安區,新成屋,294010.22,83
台北市,文山區,中古屋,123244.13,819
台北市,文山區,新成屋,148987.6,295
台北市,松山區,中古屋,155957.04,472
台北市,松山區,新成屋,218644.1,21
台北市,萬華區,中古屋,124102.66,196
台北市,萬華區,新成屋,91186.33,36
台南市,下營區,中古屋,20515.29,7
台南市,下營區,新成屋,29342.0,3
台南市,中西區,中古屋,32851.02,196
台南市,中西區,新成屋,46812.14,22
台南市,仁德區,中古屋,28741.51,121
台南市,仁德區,新成屋,50061.48,48
台南市,佳里區,中古屋,21108.0,40
台南市,佳里區,新成屋,37352.04,24
台南市,六甲區,中古屋,19311.0,3
台南市,北區,中古屋,38889.82,439
台南市,北區,新成屋,99317.74,35
台南市,南區,中古屋,31105.12,353
台南市,南區,新成屋,61473.17,23
台南市,善化區,中古屋,29954.71,49
台南市,善化區,新成屋,44772.45,38
台南市,學甲區,中古屋,13467.78,9
台南市,學甲區,新成屋,38286.0,1
台南市,安南區,中古屋,30595.74,270
台南市,安南區,新成屋,47409.98,86
台南市,安定區,中古屋,27904.0,5
台南市,安平區,中古屋,31203.36,422
台南市,安平區,新成屋,47467.03,148
台南市,官田區,中古屋,23998.33,9
台南市,官田區,新成屋,32675.0,6
台南市,將軍區,中古屋,17126.0,1
台南市,山上區,中古屋,23182.0,5
台南市,後壁區,中古屋,16174.0,2
台南市,新化區,中古屋,27516.95,22
台南市,新市區,中古屋,31906.04,26
台南市,新市區,新成屋,5365.2,5
台南市,新營區,中古屋,21327.42,107
台南市,新營區,新成屋,34631.12,24
台南市,東區,中古屋,38796.96,825
台南市,東區,新成屋,72730.04,79
台南市,東山區,中古屋,19878.67,3
台南市,柳營區,中古屋,16620.83,6
台南市,楠西區,中古屋,37862.2,5
台南市,歸仁區,中古屋,27891.09,58
台南市,歸仁區,新成屋,48407.6,5
台南市,永康區,中古屋,31166.55,1225
台南市,永康區,新成屋,55208.63,99
台南市,玉井區,中古屋,24288.86,7
台南市,玉井區,新成屋,14040.0,1
台南市,白河區,中古屋,25695.12,8
台南市,白河區,新成屋,48232.25,4
台南市,西港區,中古屋,17655.92,12
台南市,西港區,新成屋,32624.5,6
台南市,關廟區,中古屋,22098.8,10
台南市,關廟區,新成屋,47990.0,1
台南市,鹽水區,中古屋,20463.39,18
台南市,鹽水區,新成屋,35167.0,4
台南市,麻豆區,中古屋,25768.45,31
台南市,麻豆區,新成屋,46612.3,10
台東縣,卑南鄉,中古屋,10777.5,4
台東縣,台東市,中古屋,24788.7,306
台東縣,台東市,新成屋,43498.43,14
台東縣,大武鄉,中古屋,11784.5,4
台東縣,太麻里鄉,中古屋,15593.75,8
台東縣,成功鎮,中古屋,25454.78,9
台東縣,池上鄉,中古屋,17103.0,1
台東縣,池上鄉,新成屋,41755.5,2
台東縣,長濱鄉,中古屋,29005.0,1
台東縣,關山鎮,中古屋,33283.33,3
台東縣,鹿野鄉,中古屋,5936.0,1
嘉義市,嘉義市,中古屋,28376.81,909
嘉義市,嘉義市,新成屋,53189.22,51
嘉義縣,中埔鄉,中古屋,29610.12,33
嘉義縣,大埔鄉,中古屋,17289.67,3
嘉義縣,大林鎮,中古屋,22317.25,24
嘉義縣,大林鎮,新成屋,44725.5,2
嘉義縣,太保市,中古屋,23968.13,60
嘉義縣,太保市,新成屋,35826.83,12
嘉義縣,布袋鎮,中古屋,8769.57,14
嘉義縣,新港鄉,中古屋,55153.0,3
嘉義縣,朴子市,中古屋,21755.17,94
嘉義縣,朴子市,新成屋,42378.0,1
嘉義縣,梅山鄉,中古屋,17948.25,4
嘉義縣,民雄鄉,中古屋,21471.55,112
嘉義縣,民雄鄉,新成屋,35830.6,10
嘉義縣,水上鄉,中古屋,19625.82,17
嘉義縣,水上鄉,新成屋,36293.33,3
嘉義縣,溪口鄉,中古屋,18325.0,1
嘉義縣,番路鄉,中古屋,17138.14,14
嘉義縣,竹崎鄉,中古屋,18631.0,2
嘉義縣,義竹鄉,中古屋,21467.0,3
基隆市,七堵區,中古屋,47637.86,158
基隆市,七堵區,新成屋,56710.74,38
基隆市,中山區,中古屋,28091.94,80
基隆市,中正區,中古屋,30101.82,645
基隆市,中正區,新成屋,43065.25,8
基隆市,仁愛區,中古屋,39795.24,54
基隆市,信義區,中古屋,34997.36,362
基隆市,信義區,新成屋,89106.63,27
基隆市,安樂區,中古屋,35077.14,650
基隆市,安樂區,新成屋,57734.55,42
基隆市,暖暖區,中古屋,34381.27,336
基隆市,暖暖區,新成屋,56861.75,132
宜蘭縣,三星鄉,中古屋,29785.2,5
宜蘭縣,五結鄉,中古屋,39453.24,98
宜蘭縣,五結鄉,新成屋,57887.31,13
宜蘭縣,冬山鄉,中古屋,38434.33,33
宜蘭縣,冬山鄉,新成屋,53237.0,1
宜蘭縣,員山鄉,中古屋,31315.45,11
宜蘭縣,員山鄉,新成屋,52767.0,1
宜蘭縣,壯圍鄉,中古屋,36348.0,2
宜蘭縣,宜蘭市,中古屋,39666.33,395
宜蘭縣,宜蘭市,新成屋,77755.66,35
宜蘭縣,礁溪鄉,中古屋,63313.04,280
宜蘭縣,礁溪鄉,新成屋,80631.09,11
宜蘭縣,羅東鎮,中古屋,42699.31,335
宜蘭縣,羅東鎮,新成屋,68079.27,11
宜蘭縣,蘇澳鎮,中古屋,21328.67,51
宜蘭縣,蘇澳鎮,新成屋,38231.0,1
宜蘭縣,頭城鎮,中古屋,29434.46,24
宜蘭縣,頭城鎮,新成屋,61533.84,51
屏東縣,屏東市,中古屋,179.0,8
屏東縣,潮州鎮,中古屋,89.0,1
屏東縣,萬丹鄉,中古屋,32.0,1
彰化縣,二林鎮,中古屋,25523.76,17
彰化縣,二林鎮,新成屋,32799.0,5
彰化縣,二水鄉,中古屋,26787.0,1
彰化縣,伸港鄉,中古屋,33087.73,11
彰化縣,伸港鄉,新成屋,36733.5,4
彰化縣,北斗鎮,中古屋,29166.18,11
彰化縣,北斗鎮,新成屋,43724.0,1
彰化縣,和美鎮,中古屋,35871.49,55
彰化縣,和美鎮,新成屋,45491.38,8
彰化縣,員林市,中古屋,40229.97,188
彰化縣,員林市,新成屋,53270.75,8
彰化縣,埔心鄉,中古屋,43918.83,6
彰化縣,埔鹽鄉,中古屋,32724.67,3
彰化縣,埔鹽鄉,新成屋,38562.33,3
彰化縣,埤頭鄉,中古屋,34235.0,5
彰化縣,大城鄉,中古屋,12379.0,1
彰化縣,大村鄉,中古屋,28311.0,1
彰化縣,彰化市,中古屋,39025.87,415
彰化縣,彰化市,新成屋,55703.66,67
彰化縣,永靖鄉,中古屋,37778.83,6
彰化縣,永靖鄉,新成屋,49425.0,1
彰化縣,溪州鄉,中古屋,22567.0,1
彰化縣,溪湖鎮,中古屋,32728.05,22
彰化縣,溪湖鎮,新成屋,50324.87,15
彰化縣,田中鎮,中古屋,31923.89,37
彰化縣,田中鎮,新成屋,41102.0,5
彰化縣,田尾鄉,中古屋,36868.5,2
